,text,BIO_anno,class,bank_topic
8688,申请的兴业信用卡，快半个月了，没动静,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8689,兴业卡办的时候秒批都是,B-BANK I-BANK O O O O O O O O O,2,民生银行
8690,反人类啊。。坑,O O O O O O B-COMMENTS_ADJ,2,
8691,你打哪个电话的,O O O O O O O,2,民生银行
8692,跪求大佬们了？,O O O O O O O,2,民生银行
8693,拿房本早卡员办，10W起步。建设银行的,O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2,
8694,感觉挺好的，额度还可以,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O,2,民生银行
8695,留个征信两三个月再试,O O B-PRODUCT I-PRODUCT O O O O O O,2,民生银行
8696,我的提了，2个月了都，平安还是挺快的,O O O O O O O O O O O B-BANK I-BANK O O O O O,2,
8697,自动提额授权？哪里开的,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O,2,民生银行
8698,下卡一年，才破首提，这个月还来临时了，不出意外2个月后能提固。授权那个我是关了的，,B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8699,授权那个打开是评分起来自动提的,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2,民生银行
8700,民生改政策了，去年5月的时候我有民生金卡，申请二卡民生标准白金卡就是秒批通过，没有什么初审和终审一说。今年7月申请女人花标准白金卡提交后就收到一个初步审核通过的短...,B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8701,初审就是终极审判了，最高审判。。。。。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,民生银行
8702,我三年了，额度没变过也没有临时过一直五千,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2,民生银行
8703,上次提额时间是18年七月,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8704,去年6月初开卡至今连临时都没见过，更不要提固定额度了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2,
8705,1，原始不占用额度的账单分期。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O,2,民生银行
8706,第三种不占的最坑，不全还完几乎不会提，这里不是很多这种帖子,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,民生银行
8707,民生信用卡办了账单分期，账单分期没还清之前是不是不容易提额？,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8708,宁可账单分期，也不要现金分期,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT,2,民生银行
8709,民生信贷卡设置了票据分期。不就是在分期账单还清之前吗？,B-BANK I-BANK O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O,2,民生银行
8710,会，我是19年双十二申请，15号是周日上午终身通过，下午制卡，出卡号。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,民生银行
8711,初审通过是几号？效率还是很高的,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8712,初审，就是终极审判。。。没过放弃,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8713,保留。,O O O,2,民生银行
8714,先留着看看,O O O O O,2,民生银行
8715,十张卡了，最近所有卡额度都不变了，准备销两张看看效果,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2,民生银行
8716,民生卡有什么优势？,B-BANK I-BANK O O O O O O O,2,民生银行
8717,收到卡为准，这样更精准,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8718,卡到了，额度依然很低,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8719,过了查不到额度,O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8720,app内客服，智能的就行，打字“额度”发送，即可查看,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8721,怎么没有短信啊，我的也不知道什么情况，心累啊,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8722,他这个物流都不准，卡到了你你看看就知道，或者卡后4位数查,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2,民生银行
8723,有可能打电话，注意接听！也可能没打电话就通过了！话说民生寄卡速度好慢几天了还没寄过来,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,民生银行
8724,我自己查了记录，没有申请记录啊，浦发在干吗啊,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O,2,
8725,别急呀，民生的很慢，我的卡的第几天都没发出去？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2,民生银行
8726,你的年费怎么收取，新户免年费，还是硬钢1800年费,O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8727,不知道??没了解过我只想涨额度,O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2,
8728,20万积分换,O O O B-PRODUCT I-PRODUCT O,2,民生银行
8729,关键第一年要开卡收1800年费,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8730,靠你卡年费你不知道吗？,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,民生银行
8731,这是那个卡种啊我也去试试,O O O O O O O O O O O O,2,民生银行
8732,充话费专用,O O O O O,2,民生银行
8733,MONO自画像,O O O O O O O,2,民生银行
8734,买辣条专用，很少的钱,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
8735,白金信用卡，尊贵持卡人，额度100元，年费300元。。。来论坛也有一段时间了，我只服楼主。,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8736,好的我去碰下瓷,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,民生银行
8737,牛逼，白金100.然后年费几百，要是我直接拿刀去民生银行了。耍猴？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O,2,民生银行
8738,这是100比特币吧:L,O O O O O O O O O O O,2,民生银行
8739,除了好家伙，我没有别的语言。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2,民生银行
8740,真是一旦拥有一生尊容啊，好激动,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8741,阉割了,O O O,2,民生银行
8742,权益是越来越少啊,O O O O O O B-COMMENTS_ADJ O,2,民生银行
8743,感谢，我还说准备用就没有了。平安的safari卡怎么样大佬，节假日能用吗？必须7天前预定？,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8744,这个不清楚，请楼下回答。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,民生银行
8745,活动规则：?活动总名额共5万个，每日名额有限，先到先得！优惠仅限加油类交易，具体门店以云闪付展示券或店内宣传为准。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2,民生银行
8746,额，好像可以,O O O O O O,2,民生银行
8747,你做见不得人的事啦啊？没做怕他做球，民生不刁难，刁难换一家就完事啦,O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,民生银行
8748,平安：腾讯金27k,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,民生银行
8749,我也异地还没去激活呢，赶上这个情况,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8750,小了，格局小了，应该一笔过！,B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O O O O O O,2,民生银行
8751,民生两年不理我了，拜托兄弟狠狠地干它,B-BANK I-BANK O O O O O O O O O O O O O O O O,2,民生银行
8752,一笔七万屁事没有，还经常打电话说是幼稚客户推荐什么什么理财。,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O,2,民生银行
8753,使劲干它,O O O O,2,民生银行
8754,看看我的，平安对我还不错，哈哈哈,O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,
8755,随便爆，使劲爆,O O O O O O O,2,民生银行
8756,Ok,O O,2,民生银行
8757,祝快点提额,O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2,民生银行
8758,我前几天网申民秒批49000，马上就来初审短信出额度通过，现在下卡了就是初审的额度,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8759,这个页面是还没点提额的吗？??为什么固定那里显示5w下面又5.5w？??更新app后我出了个小临时??但是没有专享额度??固定快一年了还没破C????以前没有临时??现在有了不知...,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
8760,点好了，固定第二天才会同步，我也没专享额度,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,
8761,哈哈哈你是每天都点吗??我最近天天点每次都拒绝,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8762,999,O O O,2,民生银行
8763,中行23k-41k,B-BANK I-BANK O O O O O O O,2,民生银行
8764,120已经收到了，健身银行的,O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2,
8765,精养三个月，办个小分期，全民生活多参加活动，境外购物再刺激一下，标白有年费的吧！这样做不提额都难,O O O O O O O O O B-PRODUCT I-PRODUCT O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,2,民生银行
8766,标白我感觉有点坑，我4W4多少年没动过了,O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,民生银行
8767,下卡一年半，给了临时，然后毛都没,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2,民生银行
8768,民生标准白就是提额困难户，申请二卡换卡种吧，二卡到了就注销标准白,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT,2,民生银行
8769,再上就是精英白了哈，只能换金卡,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT,2,民生银行
8770,你是不是也是民生标准白金卡？,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O,2,民生银行
8771,我是说那种灰色的卡片上印尊尚标准白金卡字样的是提额困难户卡种。可以更换女人花标准白金卡，石油标准白...,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2,民生银行
8772,民生标准白金卡就是提额难的老大难卡种，好多人都反应标准白金卡不提额，我的标准白金卡用16个月了不首提，已经申请二卡女人花白金卡，二卡到了就注销标准白。...,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,民生银行
8773,我也是标白，几年没反应了，放弃挣扎,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
8774,等分期还完怕是真的要换个卡种了,O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O,2,民生银行
8775,准备换什么能提额说一下，哈哈，我几年没反应了，至少三年，标白毛用没有，,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8776,"水壶78,000??伞83,000。积分要求都好高",O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
8777,■招商黑羊金58K,O B-BANK I-BANK O O O O O O,2,民生银行
8778,5000积分换洗车券，12一张出掉...这是我觉得套现收益最高的。。。,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,民生银行
8779,什么平台出的,O O O O O O,2,民生银行
8780,不错不错,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8781,和个一样额度，翻车一年多了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8782,和我上次提额一样，也是243天，我提不了，这个月星级也降了，楼主有额度外吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,民生银行
8783,下卡快两年了一分未提，三万是个坑,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ,2,民生银行
8784,额度不算低了,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2,民生银行
8785,临时用不用，额度低不管用,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O,2,
8786,爱了爱了，开心的,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
8787,楼主的民生是哪一个卡种？,O O O B-BANK I-BANK O O O O O O O,2,民生银行
8788,金卡？标白？,B-PRODUCT I-PRODUCT O O O O,2,民生银行
8789,求刷卡姿势,O B-COMMENTS_N I-COMMENTS_N O O,2,民生银行
8790,恭喜，祝老哥发东西南北旋风财,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,1,民生银行
8791,不错啊，厉害了,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
8792,羡慕，我的下卡终身额度，首提都没有,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O,2,民生银行
8793,标准白金和汽车白金卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,民生银行
8794,百分99之套现，,O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8795,我的一直没有用，但是之间强行给临时额度,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,民生银行
8796,你的标准白金是那个灰色的尊尚标准白金卡吗？,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O,2,民生银行
8797,每期账单刷多少笔？账单刷百分之多少？,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8798,3万下卡即时进黑屋，民生3万额度很邪门的,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8799,异地真的不行吗,O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
8800,支持啊??我就是异地网申异地面签....,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,
8801,异地不可以的，必须本地,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
8802,??,O O,2,
8803,一年了一毛不提，建设银行的哦,O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O,2,
8804,农业｜100K平安｜70K,O O O O O O O B-BANK I-BANK O O O O,2,民生银行
8805,不是传说要留10%吗,O O O O O O O O O O,2,民生银行
8806,民生今天放水，不在临额状态的基本都提了,B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
8807,我上个月有临时额度，现在还是提不了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,
8808,提固额的前一个月不要用临时，不然提不了，你只能等下个月了！,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,民生银行
8809,我都是云闪付，没超过1000的，也提到10万了,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2,民生银行
8810,兴业兴动力：34K-44.2K-61.9K-80K-110.2K-145K,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8811,然后去商店超市刷几笔一百几十的，这样额度就慢慢起来了,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,
8812,3.小招银联白:90k4.中信白条卡:86.5k,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O,2,民生银行
8813,民生下卡两年，随便刷，月月撸光，提到12万了，南航标白。,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8814,七万加油站吗6666,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,民生银行
8815,兄弟??你广发怎么用的16w了？,O O O O O B-BANK I-BANK O O O O O O O O O,2,
8816,南航标白能到12万吗？听有一些网友说标白卡10万封顶呀，你是怎么办到的呀，学习下,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
8817,白：工农建中、浦平光广、信兴交民、华汇东,O O O O O O O O O O O O O O O O O O O O,2,民生银行
8818,兴业5万（年费900）,B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
8819,额度10K，五期账单，够不上月月爆但也差不多，上期账单做了分期，然鹅什么都没有？,B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O,2,民生银行
8820,民生刷多少笔好,B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ,2,民生银行
8821,6期账单了，连临时也没,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
8822,当天还进去，当天刷90%出来，第二天继续刷光，留2000元左右的真实消费！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
8823,好薅羊毛啊哈哈,B-COMMENTS_ADJ O O O O O O,2,民生银行
8824,招行经典白100k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,民生银行
8825,民生拼手速，累,B-BANK I-BANK O O O O B-COMMENTS_ADJ,2,民生银行
8826,我的消失两三个月了，也不提额了，临时也没了哈哈,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,民生银行
